"fold-change"	"induced/notinduced"
2,99757534626415	4,11127530213721e-06
3,41237302597846	1,2880160175376e-05
2,6258507177161	3,21641782607756e-05
2,88433653512223	0,000204515941097274
2,80505824385692	0,00028827328545448
2,62132877306201	0,000321725600571579
2,42991244749342	0,000349050240306503
1,88248638240231	0,000373153116794846
6,65963210553359	0,000470436733484139
2,18666432495917	0,00056506629380713
2,77687524773343	0,000577059377030561
2,43901682638241	0,000621737216713306
1,85108646550532	0,000647534816433813
1,73631274899794	0,000648971197420307
3,30273540289051	0,000701551771520605
4,60814165252633	0,000735030786316161
1,64215112100739	0,000761497118673878
2,66102672208669	0,000765350784088567
1,85408830839845	0,000766246125763491
3,62784608785699	0,00077170966627853
1,66703770699018	0,000797507238881978
1,79501625464674	0,000838134735200635
1,70998667459008	0,000841746794458101
2,21632625753518	0,000877347160989561
3,15724201837148	0,000960450709208
2,00290526489259	0,00100112134584493
5,0507957471341	0,00101436631509233
2,22589198220089	0,00104963872063638
2,26372741424903	0,00106811258600557
2,25127876073579	0,00112919736360893
2,67532693218354	0,00114031729302843
2,6996224119152	0,00118741056255035
1,80346268377666	0,0012006016420272
2,04534207080723	0,00122179450032476
3,37799197676065	0,00123986342523589
2,39485319408797	0,00127513841390004
1,80326034159005	0,00131799942034698
1,8751998099325	0,00135318710513918
4,66100068854654	0,00138228783193804
2,37491121428733	0,0015139869652605
1,60515421096811	0,00155181133472622
2,79845727399447	0,00156163155638927
1,70601233523579	0,00167886712472864
1,7655176606924	0,00169493838951379
2,01684083884498	0,00172850279125819
3,29478897779348	0,00180893213020023
1,55086034974588	0,00186631256694174
5,78114016976121	0,00191065117952043
4,31189062622771	0,00192227056922191
1,81948545655624	0,00194037991196433
1,9517931179747	0,00194184416381196
2,53799137560719	0,00199078228841124
2,05454042091497	0,00201340329672545
3,54856197822027	0,00203155977371425
1,99667777916138	0,00204276927751997
1,98090548752706	0,00204602968843239
4,28036582109887	0,00209195629718722
2,4265855289359	0,00212745301322132
2,35319074398508	0,00214825518783411
1,51226476973758	0,00216281299401141
2,18951889140845	0,00219887673893508
3,42140294430936	0,00225406781258837
2,27991520209383	0,00234551813158766
3,05937348572876	0,00250393218310925
2,03189332809797	0,00254665832334083
6,10859045983612	0,00257795086013005
1,6575778389919	0,00263966930112031
2,00930664980966	0,00265664165421947
3,0428854062099	0,00265696985456704
1,85587372527671	0,00269796053846286
2,09683776316257	0,00270417482008581
6,44023565120827	0,00273800973527768
3,25104820317952	0,00279604315302928
6,50862828671687	0,00280580428868052
2,81821499311663	0,00282369853510665
2,33338126925952	0,00283509091151277
2,64797628801048	0,00285649196744242
1,73224752127225	0,0029242240956643
2,35940193857194	0,00294502353125609
1,74379647832068	0,00296478598118986
3,08948408915375	0,00304679369018201
15,3424770325215	0,00310603631843502
1,64386387040906	0,00316076189053755
4,44578220879827	0,00320051419764448
2,97581488492009	0,00327462052239877
1,53240187560501	0,00329788998068449
4,62866237855699	0,0033075048293162
2,02378805030047	0,00331465832400693
1,4230659136521	0,00340866191744073
2,86251232594348	0,00344186222103296
2,39826995903915	0,00347882471552251
7,56997152499098	0,00351989553626741
1,94318498500292	0,00352984948563772
4,90361612507494	0,00359765237216267
6,0648725347882	0,0036121682837928
1,77501337039386	0,00367221802758462
6,35601150833528	0,00373300095651038
1,59471413525618	0,00373972138780233
1,67489367622403	0,00380229127238749
7,42903373106535	0,00381286124134214
1,86461824770944	0,00382891423744436
2,01769127807091	0,00383816105224925
1,81464020254307	0,00384800381097949
5,74450540035089	0,00389377957819359
2,13266740439378	0,00389508251679569
1,78261943073042	0,00390926793357981
1,5921164046502	0,0039193462702304
2,00553602464329	0,00392154272928324
3,16262401266899	0,00399600497151277
1,4481475706364	0,00399799920345283
1,92015946046531	0,00402371644364948
3,04317052093232	0,00402711833686592
1,33271366089364	0,00403242065278458
3,2711130185235	0,00410804215483411
3,35150556590758	0,00416718055069322
1,69639378679429	0,00418081096225632
1,36749319994194	0,00418675975401302
1,28703441690313	0,0042179612471408
2,92249769218554	0,00423520900111539
2,75670955265419	0,00431505951893863
9,14465557669696	0,00435960245337807
1,44292359541488	0,00436827233524053
1,81405750898274	0,0044085034777357
2,12103122018237	0,00441128672515932
2,85380159521946	0,00443792342324107
2,22972766415063	0,00444511937172353
2,46612080356835	0,00448664760960894
2,3988509919741	0,00452891837878802
1,77796797612795	0,00453539251200804
1,74036448106415	0,00464612891542845
1,86806538246139	0,00473061344163849
1,47415703333091	0,00476796697239159
1,68990377688194	0,00487610496325927
1,73095145513623	0,00494872266149004
1,34974962875947	0,00495643826023936
2,8952208141121	0,00497271617720399
2,16680293072255	0,00502160715578778
1,76979829799351	0,00505029252245431
2,67440893116236	0,00511736708485924
2,74351827521516	0,00512769887118038
3,9582709220534	0,00513559108511084
2,19474170432675	0,00517804274426824
2,06170047446428	0,00524389277452699
2,07965662955798	0,0053285864733912
